Sentence #,Token_id,Word,Tag,Sentiment,Relation
Sentence: 34,10,in,O,-,-
Sentence: 34,11,Haarlem,O,-,-
Sentence: 34,12,om,O,-,-
Sentence: 34,13,hun,B-expression,neg,-
Sentence: 34,14,ongenoegen,I-expression,neg,-
Sentence: 34,15,tegen,I-expression,neg,-
Sentence: 34,16,de,B-target,-,13
Sentence: 34,17,komst,I-target,-,13
Sentence: 34,18,van,I-target,-,13
Sentence: 34,19,windmolens,I-target,-,13
Sentence: 34,20,te,I-expression,neg,-
Sentence: 34,21,uiten,I-expression,neg,-
Sentence: 34,22,.,O,-,-
Sentence: 35,1,Zoals,O,-,-
Sentence: 35,2,wij,O,-,-
Sentence: 35,3,nu,O,-,-
Sentence: 35,4,zien,O,-,-
Sentence: 35,5,kiest,B-expression,pos,-
Sentence: 35,6,deze,B-holder,-,5
Sentence: 35,7,groep,I-holder,-,5
Sentence: 35,8,leaserijders,I-holder,-,5
Sentence: 35,9,juist,O,-,-
Sentence: 35,10,een,B-target,-,5
Sentence: 35,11,elektrische,I-target,-,5
Sentence: 35,12,auto,I-target,-,5
Sentence: 35,13,.,O,-,-
Sentence: 43,1,Gisteren,O,-,-
Sentence: 43,2,was,B-expression,neg,-
Sentence: 43,3,steun,I-expression,neg,-
Sentence: 43,4,voor,I-expression,neg,-
Sentence: 43,5,drie,B-target,-,2
Sentence: 43,6,windmolens,I-target,-,2
Sentence: 43,7,en,O,-,-
Sentence: 43,8,bijna,B-target,-,2
Sentence: 43,9,800,I-target,-,2
Sentence: 43,10,hectares,I-target,-,2
Sentence: 43,11,aan,I-target,-,2
Sentence: 43,12,zonnevelden,I-target,-,2
Sentence: 43,13,ver,I-expression,neg,-
Sentence: 43,14,te,I-expression,neg,-
Sentence: 43,15,zoeken,I-expression,neg,-
Sentence: 43,16,.,O,-,-
Sentence: 44,1,Om,O,-,-
Sentence: 44,2,dat,O,-,-
Sentence: 44,3,voor,O,-,-
Sentence: 44,4,elkaar,O,-,-
Sentence: 44,5,te,O,-,-
Sentence: 44,6,krijgen,O,-,-
Sentence: 44,7,werkten,B-expression,pos,-
Sentence: 44,8,gemeente,B-holder,-,7
Sentence: 44,9,",",O,-,-
Sentence: 44,10,woningcorporaties,B-holder,-,7
Sentence: 44,11,en,O,-,-
Sentence: 44,12,netbeheerder,B-holder,-,7
Sentence: 44,13,samen,I-expression,pos,-
Sentence: 44,14,aan,I-expression,pos,-
Sentence: 44,15,een,I-expression,pos,-
Sentence: 44,16,plan,I-expression,pos,-
Sentence: 44,17,voor,I-expression,pos,-
Sentence: 44,18,een,B-target,-,7
Sentence: 44,19,warmtevoorziening,I-target,-,7
Sentence: 44,20,op,I-target,-,7
Sentence: 44,21,wijkniveau,I-target,-,7
Sentence: 44,22,.,O,-,-
Sentence: 46,1,De,B-expression,neg,-
Sentence: 46,2,oproep,I-expression,neg,-
Sentence: 46,3,van,O,-,-
Sentence: 46,4,de,B-holder,-,1
Sentence: 46,5,fractie,I-holder,-,1
Sentence: 46,6,geen,I-expression,neg,-
Sentence: 46,7,windturbines,B-target,-,1
Sentence: 46,8,te,I-expression,neg,-
Sentence: 46,9,plaatsen,I-expression,neg,-
Sentence: 46,10,binnen,I-target,-,1
Sentence: 46,11,een,I-target,-,1
Sentence: 46,12,straal,I-target,-,1
Sentence: 46,13,van,I-target,-,1
Sentence: 46,14,één,I-target,-,1
Sentence: 46,15,kilometer,I-target,-,1
Sentence: 46,16,van,I-target,-,1
Sentence: 46,17,bestaande,I-target,-,1
Sentence: 46,18,woningen,I-target,-,1
Sentence: 46,19,",",O,-,-
Sentence: 46,20,kreeg,B-expression,pos,-
Sentence: 46,21,alleen,O,-,-
Sentence: 46,22,bijval,I-expression,pos,-
Sentence: 46,23,van,O,-,-
Sentence: 46,24,Haaksbergen,B-holder,-,20
Sentence: 46,25,Centraal,I-holder,-,20
Sentence: 46,26,.,O,-,-
Sentence: 47,1,De,B-holder,-,7
Sentence: 47,2,partij,I-holder,-,7
Sentence: 47,3,vindt,O,-,-
Sentence: 47,4,het,O,-,-
Sentence: 47,5,dan,O,-,-
Sentence: 47,6,ook,O,-,-
Sentence: 47,7,een,B-expression,neg,-
Sentence: 47,8,goed,I-expression,neg,-
Sentence: 47,9,moment,I-expression,neg,-
Sentence: 47,10,om,I-expression,neg,-
Sentence: 47,11,de,B-target,-,7
Sentence: 47,12,kolencentrale,I-target,-,7
Sentence: 47,13,permanent,I-expression,neg,-
Sentence: 47,14,te,I-expression,neg,-
Sentence: 47,15,sluiten,I-expression,neg,-
Sentence: 47,16,.,O,-,-
Sentence: 48,1,Eerder,O,-,-
Sentence: 48,2,was,B-expression,neg,-
Sentence: 48,3,Groen,B-holder,-,2
Sentence: 48,4,Links,I-holder,-,2
Sentence: 48,5,nog,O,-,-
Sentence: 48,6,fel,I-expression,neg,-
Sentence: 48,7,gekant,I-expression,neg,-
Sentence: 48,8,tegen,I-expression,neg,-
Sentence: 48,9,de,B-target,-,2
Sentence: 48,10,bouw,I-target,-,2
Sentence: 48,11,van,I-target,-,2
Sentence: 48,12,biomassacentrales,I-target,-,2
Sentence: 48,13,",",O,-,-
Sentence: 48,14,onder,O,-,-
Sentence: 48,15,andere,O,-,-
Sentence: 48,16,die,O,-,-
Sentence: 48,17,in,O,-,-
Sentence: 48,18,Diemen,O,-,-
Sentence: 48,19,.,O,-,-
Sentence: 50,1,De,B-holder,-,16
Sentence: 50,2,buitenlandcoördinator,I-holder,-,16
Sentence: 50,3,stelde,O,-,-
Sentence: 50,4,dat,O,-,-
Sentence: 50,5,veel,B-target,-,16
Sentence: 50,6,jongeren,I-target,-,16
Sentence: 50,7,die,I-target,-,16
Sentence: 50,8,nu,I-target,-,16
Sentence: 50,9,actievoeren,I-target,-,16
Sentence: 50,10,voor,I-target,-,16
Sentence: 50,11,een,I-target,-,16
Sentence: 50,12,toekomst,I-target,-,16
Sentence: 50,13,zonder,I-target,-,16
Sentence: 50,14,fossiele,I-target,-,16
Sentence: 50,15,brandstoffen,I-target,-,16
Sentence: 50,16,zich,B-expression,neg,-
Sentence: 50,17,niet,I-expression,neg,-
Sentence: 50,18,realiseren,I-expression,neg,-
Sentence: 50,19,hoeveel,I-expression,neg,-
Sentence: 50,20,geld,I-expression,neg,-
Sentence: 50,21,dit,I-expression,neg,-
Sentence: 50,22,ze,I-expression,neg,-
Sentence: 50,23,zelf,I-expression,neg,-
Sentence: 50,24,zal,I-expression,neg,-
Sentence: 50,25,gaan,I-expression,neg,-
Sentence: 50,26,kosten,I-expression,neg,-
Sentence: 50,27,.,O,-,-
Sentence: 52,1,Ondanks,O,-,-
Sentence: 52,2,dat,O,-,-
Sentence: 52,3,president,B-holder,-,5
Sentence: 52,4,Trump,I-holder,-,5
Sentence: 52,5,zich,B-expression,neg,-
Sentence: 52,6,uit,I-expression,neg,-
Sentence: 52,7,het,B-target,-,5
Sentence: 52,8,klimaatakkoord,I-target,-,5
Sentence: 52,9,van,I-target,-,5
Sentence: 52,10,Parijs,I-target,-,5
Sentence: 52,11,heeft,I-expression,neg,-
Sentence: 52,12,teruggetrokken,I-expression,neg,-
Sentence: 52,13,",",O,-,-
Sentence: 52,14,was,O,-,-
Sentence: 52,15,daar,O,-,-
Sentence: 52,16,de,O,-,-
Sentence: 52,17,daling,O,-,-
Sentence: 52,18,in,O,-,-
Sentence: 52,19,absolute,O,-,-
Sentence: 52,20,aantallen,O,-,-
Sentence: 52,21,het,O,-,-
Sentence: 52,22,grootst,O,-,-
Sentence: 52,23,.,O,-,-
Sentence: 56,1,Toch,O,-,-
Sentence: 56,2,wil,B-expression,neg,-
Sentence: 56,3,Timmermans,B-holder,-,2
Sentence: 56,4,gewoon,O,-,-
Sentence: 56,5,van,I-expression,neg,-
Sentence: 56,6,kernenergie,B-target,-,2
Sentence: 56,7,af,I-expression,neg,-
Sentence: 56,8,",",O,-,-
Sentence: 56,9,zoveel,O,-,-
Sentence: 56,10,is,O,-,-
Sentence: 56,11,wel,O,-,-
Sentence: 56,12,duidelijk,O,-,-
Sentence: 56,13,.,O,-,-
Sentence: 58,1,Hij,B-holder,-,2
Sentence: 58,2,is,B-expression,neg,-
Sentence: 58,3,bang,I-expression,neg,-
Sentence: 58,4,dat,O,-,-
Sentence: 58,5,er,B-target,-,2
Sentence: 58,6,duizenden,I-target,-,2
Sentence: 58,7,hectares,I-target,-,2
Sentence: 58,8,met,I-target,-,2
Sentence: 58,9,zonnepanelen,I-target,-,2
Sentence: 58,10,en,I-target,-,2
Sentence: 58,11,honderden,I-target,-,2
Sentence: 58,12,windmolens,I-target,-,2
Sentence: 58,13,in,I-target,-,2
Sentence: 58,14,de,I-target,-,2
Sentence: 58,15,omgeving,I-target,-,2
Sentence: 58,16,komen,I-target,-,2
Sentence: 58,17,te,I-target,-,2
Sentence: 58,18,staan,I-target,-,2
Sentence: 58,19,",",O,-,-
Sentence: 58,20,schrijft,O,-,-
Sentence: 58,21,RTV,O,-,-
Sentence: 58,22,Oost,O,-,-
Sentence: 58,23,.,O,-,-
Sentence: 60,1,Eerder,O,-,-
Sentence: 60,2,was,B-expression,neg,-
Sentence: 60,3,er,I-expression,neg,-
Sentence: 60,4,kritiek,I-expression,neg,-
Sentence: 60,5,op,I-expression,neg,-
Sentence: 60,6,ramingen,B-target,-,2
Sentence: 60,7,voor,I-target,-,2
Sentence: 60,8,elektrische,I-target,-,2
Sentence: 60,9,auto,I-target,-,2
Sentence: 60,10,’,I-target,-,2
Sentence: 60,11,s,I-target,-,2
Sentence: 60,12,en,I-target,-,2
Sentence: 60,13,de,I-target,-,2
Sentence: 60,14,energierekening,I-target,-,2
Sentence: 60,15,.,O,-,-
Sentence: 62,1,De,B-holder,-,3
Sentence: 62,2,Kamer,I-holder,-,3
Sentence: 62,3,reageerde,B-expression,neg,-
Sentence: 62,4,onthutst,I-expression,neg,-
Sentence: 62,5,",",O,-,-
Sentence: 62,6,van,O,-,-
Sentence: 62,7,PVV,B-holder,-,17
Sentence: 62,8,en,O,-,-
Sentence: 62,9,Fv,B-holder,-,17
Sentence: 62,10,D,I-holder,-,17
Sentence: 62,11,",",O,-,-
Sentence: 62,12,die,O,-,-
Sentence: 62,13,de,B-target,-,17
Sentence: 62,14,energietransitie,I-target,-,17
Sentence: 62,15,toch,O,-,-
Sentence: 62,16,al,O,-,-
Sentence: 62,17,onzin,B-expression,neg,-
Sentence: 62,18,vinden,O,-,-
Sentence: 62,19,",",O,-,-
Sentence: 62,20,tot,O,-,-
Sentence: 62,21,de,B-holder,-,26
Sentence: 62,22,linkse,I-holder,-,26
Sentence: 62,23,partijen,I-holder,-,26
Sentence: 62,24,",",O,-,-
Sentence: 62,25,die,O,-,-
Sentence: 62,26,vrezen,B-expression,neg,-
Sentence: 62,27,het,B-target,-,26
Sentence: 62,28,broze,I-target,-,26
Sentence: 62,29,draagvlak,I-target,-,26
Sentence: 62,30,te,I-target,-,26
Sentence: 62,31,verliezen,I-target,-,26
Sentence: 62,32,.,O,-,-
Sentence: 63,1,Europa,B-holder,-,2
Sentence: 63,2,stimuleert,B-expression,pos,-
Sentence: 63,3,daarom,O,-,-
Sentence: 63,4,het,B-target,-,2
Sentence: 63,5,gebruik,I-target,-,2
Sentence: 63,6,van,I-target,-,2
Sentence: 63,7,biomassa,I-target,-,2
Sentence: 63,8,.,O,-,-
Sentence: 65,1,Deventer,B-target,-,3
Sentence: 65,2,Energie,I-target,-,3
Sentence: 65,3,kwam,B-expression,pos,-
Sentence: 65,4,uiteindelijke,O,-,-
Sentence: 65,5,als,I-expression,pos,-
Sentence: 65,6,favoriet,I-expression,pos,-
Sentence: 65,7,uit,I-expression,pos,-
Sentence: 65,8,de,I-expression,pos,-
Sentence: 65,9,bus,I-expression,pos,-
Sentence: 65,10,",",O,-,-
Sentence: 65,11,omdat,O,-,-
Sentence: 65,12,ze,B-holder,-,19
Sentence: 65,13,met,O,-,-
Sentence: 65,14,het,O,-,-
Sentence: 65,15,gezamenlijke,O,-,-
Sentence: 65,16,duurzaamheidscentrum,O,-,-
Sentence: 65,17,de,B-target,-,19
Sentence: 65,18,energietransitie,I-target,-,19
Sentence: 65,19,in,B-expression,pos,-
Sentence: 65,20,een,I-expression,pos,-
Sentence: 65,21,mooie,I-expression,pos,-
Sentence: 65,22,etalage,I-expression,pos,-
Sentence: 65,23,zet,I-expression,pos,-
Sentence: 65,24,.,O,-,-
Sentence: 72,1,Landen,B-holder,-,2
Sentence: 72,2,kiezen,B-expression,neg,-
Sentence: 72,3,er,I-expression,neg,-
Sentence: 72,4,steeds,I-expression,neg,-
Sentence: 72,5,vaker,I-expression,neg,-
Sentence: 72,6,voor,I-expression,neg,-
Sentence: 72,7,minder,I-expression,neg,-
Sentence: 72,8,nieuwe,B-target,-,2
Sentence: 72,9,kolencentrales,I-target,-,2
Sentence: 72,10,te,I-expression,neg,-
Sentence: 72,11,bouwen,I-expression,neg,-
Sentence: 72,12,",",O,-,-
Sentence: 72,14,zegt,O,-,-
Sentence: 72,15,de,O,-,-
Sentence: 72,16,universitair,O,-,-
Sentence: 72,17,hoofddocent,O,-,-
Sentence: 72,18,milieukunde,O,-,-
Sentence: 72,19,.,O,-,-
Sentence: 74,1,Bloomberg,B-holder,-,2
Sentence: 74,2,wil,B-expression,neg,-
Sentence: 74,3,een,I-expression,neg,-
Sentence: 74,4,halvering,I-expression,neg,-
Sentence: 74,5,van,I-expression,neg,-
Sentence: 74,6,de,B-target,-,2
Sentence: 74,7,Amerikaanse,I-target,-,2
Sentence: 74,8,CO2,I-target,-,2
Sentence: 74,9,uitstoot,I-target,-,2
Sentence: 74,10,voor,I-target,-,2
Sentence: 74,11,2030,I-target,-,2
Sentence: 74,12,.,O,-,-
Sentence: 76,1,Juist,O,-,-
Sentence: 76,2,nu,O,-,-
Sentence: 76,3,ter,O,-,-
Sentence: 76,4,uitvoering,O,-,-
Sentence: 76,5,van,O,-,-
Sentence: 76,6,het,O,-,-
Sentence: 76,7,klimaatakkoord,O,-,-
Sentence: 76,8,plekken,B-expression,pos,-
Sentence: 76,9,worden,I-expression,pos,-
Sentence: 76,10,gezocht,I-expression,pos,-
Sentence: 76,11,voor,I-expression,pos,-
Sentence: 76,12,hernieuwbare,B-target,-,8
Sentence: 76,13,energie,I-target,-,8
Sentence: 76,14,",",O,-,-
Sentence: 76,15,zet,B-expression,neg,-
Sentence: 76,16,een,B-holder,-,15
Sentence: 76,17,aantal,I-holder,-,15
Sentence: 76,18,plattelandsgemeenten,I-holder,-,15
Sentence: 76,19,de,I-expression,neg,-
Sentence: 76,20,hakken,I-expression,neg,-
Sentence: 76,21,in,I-expression,neg,-
Sentence: 76,22,het,I-expression,neg,-
Sentence: 76,23,zand,I-expression,neg,-
Sentence: 76,24,.,O,-,-
Sentence: 77,1,Ze,B-target,-,2
Sentence: 77,2,kregen,B-expression,pos,-
Sentence: 77,3,al,O,-,-
Sentence: 77,4,de,I-expression,pos,-
Sentence: 77,5,complimenten,I-expression,pos,-
Sentence: 77,6,van,O,-,-
Sentence: 77,7,het,B-holder,-,2
Sentence: 77,8,Amerikaanse,I-holder,-,2
Sentence: 77,9,zakenblad,I-holder,-,2
Sentence: 77,10,Forbes,I-holder,-,2
Sentence: 77,11,",",O,-,-
Sentence: 77,12,omdat,O,-,-
Sentence: 77,13,ze,B-holder,-,21
Sentence: 77,14,de,B-target,-,21
Sentence: 77,15,uitstoot,I-target,-,21
Sentence: 77,16,van,I-target,-,21
Sentence: 77,17,CO2,I-target,-,21
Sentence: 77,18,bij,I-target,-,21
Sentence: 77,19,de,I-target,-,21
Sentence: 77,20,bouw,I-target,-,21
Sentence: 77,21,met,B-expression,neg,-
Sentence: 77,22,90,I-expression,neg,-
Sentence: 77,23,procent,I-expression,neg,-
Sentence: 77,24,wisten,I-expression,neg,-
Sentence: 77,25,te,I-expression,neg,-
Sentence: 77,26,reduceren,I-expression,neg,-
Sentence: 77,27,.,O,-,-
Sentence: 78,1,Voor,O,-,-
Sentence: 78,2,de,B-holder,-,15
Sentence: 78,3,‘,I-holder,-,15
Sentence: 78,4,ouderwetse,I-holder,-,15
Sentence: 78,5,’,I-holder,-,15
Sentence: 78,6,autoliefhebber,I-holder,-,15
Sentence: 78,7,is,O,-,-
Sentence: 78,8,deze,B-target,-,15
Sentence: 78,9,Audi,B-target,-,15
Sentence: 78,10,met,B-target,-,15
Sentence: 78,11,zijn,B-target,-,15
Sentence: 78,12,heerlijke,B-target,-,15
Sentence: 78,13,vijfcilinder,B-target,-,15
Sentence: 78,14,motor,B-target,-,15
Sentence: 78,15,een,B-expression,pos,-
Sentence: 78,16,verademing,I-expression,pos,-
Sentence: 78,17,tussen,I-expression,pos,-
Sentence: 78,18,alle,I-expression,pos,-
Sentence: 78,19,elektrische,I-expression,pos,-
Sentence: 78,20,auto,I-expression,pos,-
Sentence: 78,21,’,I-expression,pos,-
Sentence: 78,22,s,I-expression,pos,-
Sentence: 78,23,en,I-expression,pos,-
Sentence: 78,24,plug,I-expression,pos,-
Sentence: 78,25,in,I-expression,pos,-
Sentence: 78,26,hybrides,I-expression,pos,-
Sentence: 78,27,die,I-expression,pos,-
Sentence: 78,28,de,I-expression,pos,-
Sentence: 78,29,markt,I-expression,pos,-
Sentence: 78,30,bestormen,I-expression,pos,-
Sentence: 78,31,.,O,-,-
Sentence: 79,1,De,B-holder,-,13
Sentence: 79,2,drie,I-holder,-,13
Sentence: 79,3,genoemde,I-holder,-,13
Sentence: 79,4,bedrijven,I-holder,-,13
Sentence: 79,5,zullen,O,-,-
Sentence: 79,6,intensief,O,-,-
Sentence: 79,7,met,O,-,-
Sentence: 79,8,elkaar,O,-,-
Sentence: 79,9,gaan,O,-,-
Sentence: 79,10,samenwerken,O,-,-
Sentence: 79,11,en,O,-,-
Sentence: 79,12,zeggen,O,-,-
Sentence: 79,13,een,B-expression,pos,-
Sentence: 79,14,rol,I-expression,pos,-
Sentence: 79,15,te,I-expression,pos,-
Sentence: 79,16,willen,I-expression,pos,-
Sentence: 79,17,spelen,I-expression,pos,-
Sentence: 79,18,bij,I-expression,pos,-
Sentence: 79,19,de,B-target,-,13
Sentence: 79,20,versnelling,I-target,-,13
Sentence: 79,21,van,I-target,-,13
Sentence: 79,22,de,I-target,-,13
Sentence: 79,23,energietransitie,I-target,-,13
Sentence: 79,24,.,O,-,-
Sentence: 80,1,Ook,O,-,-
Sentence: 80,2,NPM,B-holder,-,4
Sentence: 80,3,Capital,I-holder,-,4
Sentence: 80,4,wil,B-expression,pos,-
Sentence: 80,5,meer,I-expression,pos,-
Sentence: 80,6,investeren,I-expression,pos,-
Sentence: 80,7,in,I-expression,pos,-
Sentence: 80,8,duurzame,B-target,-,4
Sentence: 80,9,energie,I-target,-,4
Sentence: 80,10,.,O,-,-
Sentence: 82,1,Toch,O,-,-
Sentence: 82,2,zag,B-expression,neg,-
Sentence: 82,3,Gates,B-holder,-,22
Sentence: 82,4,ook,O,-,-
Sentence: 82,5,een,I-expression,neg,-
Sentence: 82,6,probleem,I-expression,neg,-
Sentence: 82,7,dat,I-expression,neg,-
Sentence: 82,8,mensen,I-expression,neg,-
Sentence: 82,9,ervan,I-expression,neg,-
Sentence: 82,10,weerhoudt,I-expression,neg,-
Sentence: 82,11,om,I-expression,neg,-
Sentence: 82,12,een,B-target,-,2
Sentence: 82,13,elektrische,I-target,-,2
Sentence: 82,14,auto,I-target,-,2
Sentence: 82,15,te,I-expression,neg,-
Sentence: 82,16,kopen,I-expression,neg,-
Sentence: 82,17,:,I-expression,neg,-
Sentence: 82,18,het,I-expression,neg,-
Sentence: 82,19,beperkte,I-expression,neg,-
Sentence: 82,20,rijbereik,I-expression,neg,-
Sentence: 82,21,.,O,-,-
Sentence: 83,1,Het,O,-,-
Sentence: 83,2,is,O,-,-
Sentence: 83,3,mijn,O,-,-
Sentence: 83,4,eerste,O,-,-
Sentence: 83,5,elektrische,O,-,-
Sentence: 83,6,auto,O,-,-
Sentence: 83,7,en,O,-,-
Sentence: 83,8,ik,B-holder,-,9
Sentence: 83,9,geniet,B-expression,pos,-
Sentence: 83,10,er,B-target,-,9
Sentence: 83,11,erg,I-expression,pos,-
Sentence: 83,12,van,I-expression,pos,-
Sentence: 83,13,",",O,-,-
Sentence: 83,14,"""",O,-,-
Sentence: 83,15,zegt,O,-,-
Sentence: 83,16,hij,O,-,-
Sentence: 83,17,.,O,-,-
Sentence: 85,1,Een,O,-,-
Sentence: 85,2,grote,O,-,-
Sentence: 85,3,groep,O,-,-
Sentence: 85,4,omwonenden,O,-,-
Sentence: 85,5,heeft,O,-,-
Sentence: 85,6,gisteravond,O,-,-
Sentence: 85,7,al,O,-,-
Sentence: 85,8,bij,O,-,-
Sentence: 85,9,elkaar,O,-,-
Sentence: 85,10,gezeten,O,-,-
Sentence: 85,11,en,O,-,-
Sentence: 85,12,de,O,-,-
Sentence: 85,13,stemming,O,-,-
Sentence: 85,14,is,O,-,-
Sentence: 85,15,duidelijk,O,-,-
Sentence: 85,16,:,O,-,-
Sentence: 85,17,Wanneperveen,B-holder,-,18
Sentence: 85,18,wil,B-expression,neg,-
Sentence: 85,19,geen,I-expression,neg,-
Sentence: 85,20,grootschalig,B-target,-,18
Sentence: 85,21,zonnepark,I-target,-,18
Sentence: 85,22,in,I-target,-,18
Sentence: 85,23,het,I-target,-,18
Sentence: 85,24,buitengebied,I-target,-,18
Sentence: 85,25,.,O,-,-
Sentence: 86,1,Honderden,B-holder,-,3
Sentence: 86,2,inwoners,I-holder,-,3
Sentence: 86,3,lieten,B-expression,neg,-
Sentence: 86,4,woensdagavond,O,-,-
Sentence: 86,5,luidkeels,I-expression,neg,-
Sentence: 86,6,weten,I-expression,neg,-
Sentence: 86,7,dat,I-expression,neg,-
Sentence: 86,8,ze,O,-,-
Sentence: 86,9,geen,I-expression,neg,-
Sentence: 86,10,zonnepark,B-target,-,3
Sentence: 86,11,willen,I-expression,neg,-
Sentence: 86,12,in,I-target,-,3
Sentence: 86,13,hun,I-target,-,3
Sentence: 86,14,achtertuin,I-target,-,3
Sentence: 86,15,",",O,-,-
Sentence: 86,16,zo,O,-,-
Sentence: 86,17,dicht,O,-,-
Sentence: 86,18,bij,O,-,-
Sentence: 86,19,natuurgebied,O,-,-
Sentence: 86,20,de,O,-,-
Sentence: 86,21,Wieden,O,-,-
Sentence: 86,22,.,O,-,-
Sentence: 87,1,Een,B-target,-,10
Sentence: 87,2,grote,I-target,-,10
Sentence: 87,3,veiling,I-target,-,10
Sentence: 87,4,van,I-target,-,10
Sentence: 87,5,windenergie,I-target,-,10
Sentence: 87,6,op,I-target,-,10
Sentence: 87,7,land,I-target,-,10
Sentence: 87,8,in,I-target,-,10
Sentence: 87,9,Duitsland,I-target,-,10
Sentence: 87,10,is,B-expression,neg,-
Sentence: 87,11,de,O,-,-
Sentence: 87,12,afgelopen,O,-,-
Sentence: 87,13,maand,O,-,-
Sentence: 87,14,uitgelopen,I-expression,neg,-
Sentence: 87,15,op,I-expression,neg,-
Sentence: 87,16,een,I-expression,neg,-
Sentence: 87,17,zware,I-expression,neg,-
Sentence: 87,18,teleurstelling,I-expression,neg,-
Sentence: 87,19,.,O,-,-
Sentence: 88,1,Om,O,-,-
Sentence: 88,2,de,O,-,-
